PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"35176781","Effect of Surgical Treatment for Deep Infiltrating Endometriosis on Pelvic Floor Disorders: A Systematic Review with Meta-analysis","Fraga MV, Benetti-Pinto CL, Yela DA, Mira TA, Brito LGO.","Rev Bras Ginecol Obstet. 2022 May;44(5):503-510. doi: 10.1055/s-0042-1742293. Epub 2022 Feb 17.","Fraga MV","Rev Bras Ginecol Obstet","2022","2022/02/17","PMC9948119","","10.1055/s-0042-1742293"
"38576336","Effect of vasopressin injection technique on ovarian reserve during laparoscopic cystectomy of ovarian endometriomas: a systematic review and meta-analysis of randomized controlled trials","Baradwan S, Alshahrani MS, Al Sghan R, Sabban H, Khadawardi K, Alzawawi N, Abduljabbar HH, Abdelhakim AM, Al Amodi AA, Elgamel AF.","Minerva Obstet Gynecol. 2024 Aug;76(4):386-394. doi: 10.23736/S2724-606X.23.05310-1. Epub 2024 Apr 4.","Baradwan S","Minerva Obstet Gynecol","2024","2024/04/05","","","10.23736/S2724-606X.23.05310-1"
"39738854","A Systematic Review of the Prevalence of Overactive Bladder in Women with Non-Urinary Tract Endometriosis and the Effect of Endometriosis Surgery on Symptoms of Overactive Bladder","Muriithi FG, Vij M, Mukherjee S, Emery S.","Int Urogynecol J. 2025 Apr;36(4):741-748. doi: 10.1007/s00192-024-06018-5. Epub 2024 Dec 30.","Muriithi FG","Int Urogynecol J","2025","2024/12/31","","","10.1007/s00192-024-06018-5"
"31747470","Long-term GnRH agonist therapy before in vitro fertilisation (IVF) for improving fertility outcomes in women with endometriosis","Georgiou EX, Melo P, Baker PE, Sallam HN, Arici A, Garcia-Velasco JA, Abou-Setta AM, Becker C, Granne IE.","Cochrane Database Syst Rev. 2019 Nov 20;2019(11):CD013240. doi: 10.1002/14651858.CD013240.pub2.","Georgiou EX","Cochrane Database Syst Rev","2019","2019/11/21","PMC6867786","","10.1002/14651858.CD013240.pub2"
"11687066","Danazol for pelvic pain associated with endometriosis","Selak V, Farquhar C, Prentice A, Singla A.","Cochrane Database Syst Rev. 2001;(4):CD000068. doi: 10.1002/14651858.CD000068.","Selak V","Cochrane Database Syst Rev","2001","2001/11/01","","","10.1002/14651858.CD000068"
"24610050","Endometriosis: an overview of Cochrane Reviews","Brown J, Farquhar C.","Cochrane Database Syst Rev. 2014 Mar 10;2014(3):CD009590. doi: 10.1002/14651858.CD009590.pub2.","Brown J","Cochrane Database Syst Rev","2014","2014/03/11","PMC6984415","","10.1002/14651858.CD009590.pub2"
"15521864","Accuracy of laparoscopy in the diagnosis of endometriosis: a systematic quantitative review","Wykes CB, Clark TJ, Khan KS.","BJOG. 2004 Nov;111(11):1204-12. doi: 10.1111/j.1471-0528.2004.00433.x.","Wykes CB","BJOG","2004","2004/11/04","","","10.1111/j.1471-0528.2004.00433.x"
"20931212","Pelvic mass-like florid cystic endosalpingiosis of the uterus: a case report and a review of literature","Rosenberg P, Nappi L, Santoro A, Bufo P, Greco P.","Arch Gynecol Obstet. 2011 Mar;283(3):519-23. doi: 10.1007/s00404-010-1700-1. Epub 2010 Oct 8.","Rosenberg P","Arch Gynecol Obstet","2011","2010/10/09","","","10.1007/s00404-010-1700-1"
"21154398","Gonadotrophin-releasing hormone analogues for pain associated with endometriosis","Brown J, Pan A, Hart RJ.","Cochrane Database Syst Rev. 2010 Dec 8;2010(12):CD008475. doi: 10.1002/14651858.CD008475.pub2.","Brown J","Cochrane Database Syst Rev","2010","2010/12/15","PMC7388859","","10.1002/14651858.CD008475.pub2"
"38348799","Transvaginal ultrasound and magnetic resonance imaging in the diagnosis of endometrioma: a systematic review and meta-analysis of diagnostic test accuracy studies","Kanti FS, Gorak Savard R, Bergeron F, Zomahoun HTV, Netter A, Maheux-Lacroix S.","J Obstet Gynaecol. 2024 Dec;44(1):2311664. doi: 10.1080/01443615.2024.2311664. Epub 2024 Feb 13.","Kanti FS","J Obstet Gynaecol","2024","2024/02/13","","","10.1080/01443615.2024.2311664"
"24597248","New horizons in the non-invasive diagnosis of endometriosis","Patacchiola F, D'Alfonso A, Di Fonso A, Di Febbo G, Di Giovanni S, Carta A, Carta G.","Clin Exp Obstet Gynecol. 2013;40(4):524-30.","Patacchiola F","Clin Exp Obstet Gynecol","2013","2014/03/07","","",""
"38110143","Noninvasive diagnostic imaging for endometriosis part 2: a systematic review of recent developments in magnetic resonance imaging, nuclear medicine and computed tomography","Avery JC, Knox S, Deslandes A, Leonardi M, Lo G, Wang H, Zhang Y, Holdsworth-Carson SJ, Thi Nguyen TT, Condous GS, Carneiro G, Hull ML; Imagendo Study Group.","Fertil Steril. 2024 Feb;121(2):189-211. doi: 10.1016/j.fertnstert.2023.12.017. Epub 2023 Dec 16.","Avery JC","Fertil Steril","2024","2023/12/18","","","10.1016/j.fertnstert.2023.12.017"
"24937676","Strategies to diagnose ovarian cancer: new evidence from phase 3 of the multicentre international IOTA study","Testa A, Kaijser J, Wynants L, Fischerova D, Van Holsbeke C, Franchi D, Savelli L, Epstein E, Czekierdowski A, Guerriero S, Fruscio R, Leone FP, Vergote I, Bourne T, Valentin L, Van Calster B, Timmerman D.","Br J Cancer. 2014 Aug 12;111(4):680-8. doi: 10.1038/bjc.2014.333. Epub 2014 Jun 17.","Testa A","Br J Cancer","2014","2014/06/18","PMC4134495","","10.1038/bjc.2014.333"
"26319650","Effectiveness of complementary pain treatment for women with deep endometriosis through Transcutaneous Electrical Nerve Stimulation (TENS): randomized controlled trial","Mira TA, Giraldo PC, Yela DA, Benetti-Pinto CL.","Eur J Obstet Gynecol Reprod Biol. 2015 Nov;194:1-6. doi: 10.1016/j.ejogrb.2015.07.009. Epub 2015 Aug 6.","Mira TA","Eur J Obstet Gynecol Reprod Biol","2015","2015/08/31","","","10.1016/j.ejogrb.2015.07.009"
"17434511","Hormonal suppression treatment or dietary therapy versus placebo in the control of painful symptoms after conservative surgery for endometriosis stage III-IV. A randomized comparative trial","Sesti F, Pietropolli A, Capozzolo T, Broccoli P, Pierangeli S, Bollea MR, Piccione E.","Fertil Steril. 2007 Dec;88(6):1541-7. doi: 10.1016/j.fertnstert.2007.01.053. Epub 2007 Apr 16.","Sesti F","Fertil Steril","2007","2007/04/17","","","10.1016/j.fertnstert.2007.01.053"
"16790114","Effect of endometrioma cystectomy on IVF outcome: a prospective randomized study","Demirol A, Guven S, Baykal C, Gurgan T.","Reprod Biomed Online. 2006 May;12(5):639-43. doi: 10.1016/s1472-6483(10)61192-3.","Demirol A","Reprod Biomed Online","2006","2006/06/23","","","10.1016/s1472-6483(10)61192-3"
"32096023","Diagnostic Value of Circulating MicroRNAs for Endometriosis: a Meta-analysis","Zhou L, Chen Y, Gao J, Shankar S, Zhang G.","Reprod Sci. 2020 Mar;27(3):793-805. doi: 10.1007/s43032-019-00024-5. Epub 2020 Feb 24.","Zhou L","Reprod Sci","2020","2020/02/26","","","10.1007/s43032-019-00024-5"
"18850461","Total laparoscopic hysterectomy (TLH) versus coagulation of uterine arteries (CUA) at their origin plus total laparoscopic hysterectomy (TLH) for the management of myoma and adenomyosis","Pan HS, Ko ML, Huang LW, Chang JZ, Hwang JL, Chen SC.","Minim Invasive Ther Allied Technol. 2008;17(5):318-22. doi: 10.1080/13645700802274588.","Pan HS","Minim Invasive Ther Allied Technol","2008","2008/10/14","","","10.1080/13645700802274588"
"34016111","Anastrozole and levonorgrestrel-releasing intrauterine device in the treatment of endometriosis: a randomized clinical trial","Acién P, Velasco I, Acién M.","BMC Womens Health. 2021 May 20;21(1):211. doi: 10.1186/s12905-021-01347-9.","Acién P","BMC Womens Health","2021","2021/05/21","PMC8138989","","10.1186/s12905-021-01347-9"
"20925617","Laparoscopy--or not--for management of unexplained infertility","Badawy A, Khiary M, Ragab A, Hassan M, Sherif L.","J Obstet Gynaecol. 2010;30(7):712-5. doi: 10.3109/01443615.2010.508850.","Badawy A","J Obstet Gynaecol","2010","2010/10/08","","","10.3109/01443615.2010.508850"
"21074150","Comparison of levonorgestrel intrauterine system versus hysterectomy on efficacy and quality of life in patients with adenomyosis","Ozdegirmenci O, Kayikcioglu F, Akgul MA, Kaplan M, Karcaaltincaba M, Haberal A, Akyol M.","Fertil Steril. 2011 Feb;95(2):497-502. doi: 10.1016/j.fertnstert.2010.10.009. Epub 2010 Nov 12.","Ozdegirmenci O","Fertil Steril","2011","2010/11/16","","","10.1016/j.fertnstert.2010.10.009"
"34122682","The Effect of Combined Vitamin C and Vitamin E Supplementation on Oxidative Stress Markers in Women with Endometriosis: A Randomized, Triple-Blind Placebo-Controlled Clinical Trial","Amini L, Chekini R, Nateghi MR, Haghani H, Jamialahmadi T, Sathyapalan T, Sahebkar A.","Pain Res Manag. 2021 May 26;2021:5529741. doi: 10.1155/2021/5529741. eCollection 2021.","Amini L","Pain Res Manag","2021","2021/06/14","PMC8172324","","10.1155/2021/5529741"
"34161143","Manual Acupuncture Plus Usual Care Versus Usual Care Alone in the Treatment of Endometriosis-Related Chronic Pelvic Pain: A Randomized Controlled Feasibility Study","Armour M, Cave AE, Schabrun SM, Steiner GZ, Zhu X, Song J, Abbott J, Smith CA.","J Altern Complement Med. 2021 Oct;27(10):841-849. doi: 10.1089/acm.2021.0004. Epub 2021 Jun 23.","Armour M","J Altern Complement Med","2021","2021/06/23","","","10.1089/acm.2021.0004"
"38906210","Impact of relugolix combination therapy on functioning and quality of life in women with endometriosis-associated pain","As-Sanie S, Abrao MS, Reznichenko G, Wilk K, Zhong Y, Perry J, Hunsche E, Soulban G, Becker CM.","Fertil Steril. 2024 Oct;122(4):687-695. doi: 10.1016/j.fertnstert.2024.06.009. Epub 2024 Jun 19.","As-Sanie S","Fertil Steril","2024","2024/06/21","","","10.1016/j.fertnstert.2024.06.009"
"27552065","A Qualitative Study on the Practice of Yoga for Women with Pain-Associated Endometriosis","Gonçalves AV, Makuch MY, Setubal MS, Barros NF, Bahamondes L.","J Altern Complement Med. 2016 Dec;22(12):977-982. doi: 10.1089/acm.2016.0021. Epub 2016 Aug 23.","Gonçalves AV","J Altern Complement Med","2016","2016/08/24","","","10.1089/acm.2016.0021"
"34816682","Comparing the Effect of Dienogest and OCPS on Pain and Quality of Life in Women with Endometriosis: A Randomized, Double-Blind, Placebo-Controlled Trial","Niakan G, Rokhgireh S, Ebrahimpour M, Mehdizadeh Kashi A.","Arch Iran Med. 2021 Sep 1;24(9):670-677. doi: 10.34172/aim.2021.96.","Niakan G","Arch Iran Med","2021","2021/11/24","","","10.34172/aim.2021.96"
"33999412","Impact of exercise on pain perception in women with endometriosis: A systematic review","Hansen S, Sverrisdóttir UÁ, Rudnicki M.","Acta Obstet Gynecol Scand. 2021 Sep;100(9):1595-1601. doi: 10.1111/aogs.14169. Epub 2021 Jun 16.","Hansen S","Acta Obstet Gynecol Scand","2021","2021/05/17","","","10.1111/aogs.14169"
"21040395","Bowel resection for deep endometriosis: a systematic review","De Cicco C, Corona R, Schonman R, Mailova K, Ussia A, Koninckx P.","BJOG. 2011 Feb;118(3):285-91. doi: 10.1111/j.1471-0528.2010.02744.x. Epub 2010 Oct 13.","De Cicco C","BJOG","2011","2010/11/03","","","10.1111/j.1471-0528.2010.02744.x"
"15802314","Laparoscopic stripping of endometriomas: a randomized trial on different surgical techniques. Part I: clinical results","Muzii L, Bellati F, Palaia I, Plotti F, Manci N, Zullo MA, Angioli R, Panici PB.","Hum Reprod. 2005 Jul;20(7):1981-6. doi: 10.1093/humrep/dei007. Epub 2005 Mar 31.","Muzii L","Hum Reprod","2005","2005/04/02","","","10.1093/humrep/dei007"
"24748338","Does cabergoline help in decreasing endometrioma size compared to LHRH agonist? A prospective randomized study","Hamid AM, Madkour WA, Moawad A, Elzaher MA, Roberts MP.","Arch Gynecol Obstet. 2014 Oct;290(4):677-82. doi: 10.1007/s00404-014-3242-4. Epub 2014 Apr 20.","Hamid AM","Arch Gynecol Obstet","2014","2014/04/22","","","10.1007/s00404-014-3242-4"
"19442968","Long-term oral contraceptive pills and postoperative pain management after laparoscopic excision of ovarian endometrioma: a randomized controlled trial","Seracchioli R, Mabrouk M, Frascà C, Manuzzi L, Savelli L, Venturoli S.","Fertil Steril. 2010 Jul;94(2):464-71. doi: 10.1016/j.fertnstert.2009.03.083. Epub 2009 May 13.","Seracchioli R","Fertil Steril","2010","2009/05/16","","","10.1016/j.fertnstert.2009.03.083"
"39090694","A systematic review and Bayesian analysis of the adverse effects of dienogest","Li RR, Xi Q, Tao L, Sheng W, Zhao CC, Wu YJ.","BMC Pharmacol Toxicol. 2024 Aug 1;25(1):43. doi: 10.1186/s40360-024-00767-1.","Li RR","BMC Pharmacol Toxicol","2024","2024/08/01","PMC11293008","","10.1186/s40360-024-00767-1"
"36142815","CTLA4-Linked Autoimmunity in the Pathogenesis of Endometriosis and Related Infertility: A Systematic Review","Mikuš M, Goldštajn MŠ, Brlečić I, Dumančić S, Laganà AS, Chiantera V, Vujić G, Ćorić M.","Int J Mol Sci. 2022 Sep 18;23(18):10902. doi: 10.3390/ijms231810902.","Mikuš M","Int J Mol Sci","2022","2022/09/23","PMC9504308","","10.3390/ijms231810902"
"12861130","Effectiveness of presacral neurectomy in women with severe dysmenorrhea caused by endometriosis who were treated with laparoscopic conservative surgery: a 1-year prospective randomized double-blind controlled trial","Zullo F, Palomba S, Zupi E, Russo T, Morelli M, Cappiello F, Mastrantonio P.","Am J Obstet Gynecol. 2003 Jul;189(1):5-10. doi: 10.1067/mob.2003.358.","Zullo F","Am J Obstet Gynecol","2003","2003/07/16","","","10.1067/mob.2003.358"
"26629721","A Systematic Review of the Association Between Psychiatric Disturbances and Endometriosis","Pope CJ, Sharma V, Sharma S, Mazmanian D.","J Obstet Gynaecol Can. 2015 Nov;37(11):1006-15. doi: 10.1016/s1701-2163(16)30050-0.","Pope CJ","J Obstet Gynaecol Can","2015","2015/12/03","","","10.1016/s1701-2163(16)30050-0"
"23084676","Hemostasis by bipolar coagulation versus suture after surgical stripping of bilateral ovarian endometriomas: a randomized controlled trial","Ferrero S, Venturini PL, Gillott DJ, Remorgida V, Leone Roberti Maggiore U.","J Minim Invasive Gynecol. 2012 Nov-Dec;19(6):722-30. doi: 10.1016/j.jmig.2012.08.001.","Ferrero S","J Minim Invasive Gynecol","2012","2012/10/23","","","10.1016/j.jmig.2012.08.001"
"37260160","Pain Reduction With an Immersive Digital Therapeutic in Women Living With Endometriosis-Related Pelvic Pain: At-Home Self-Administered Randomized Controlled Trial","Merlot B, Elie V, Périgord A, Husson Z, Jubert A, Chanavaz-Lacheray I, Dennis T, Cotty-Eslous M, Roman H.","J Med Internet Res. 2023 Jun 28;25:e47869. doi: 10.2196/47869.","Merlot B","J Med Internet Res","2023","2023/06/01","PMC10365625","","10.2196/47869"
"31443810","Psychological and mind-body interventions for endometriosis: A systematic review","Evans S, Fernandez S, Olive L, Payne LA, Mikocka-Walus A.","J Psychosom Res. 2019 Sep;124:109756. doi: 10.1016/j.jpsychores.2019.109756. Epub 2019 Jun 27.","Evans S","J Psychosom Res","2019","2019/08/25","","","10.1016/j.jpsychores.2019.109756"
"10759279","Is ureteral endometriosis an asymmetric disease?","Vercellini P, Pisacreta A, Pesole A, Vicentini S, Stellato G, Crosignani PG.","BJOG. 2000 Apr;107(4):559-61. doi: 10.1111/j.1471-0528.2000.tb13279.x.","Vercellini P","BJOG","2000","2000/04/12","","","10.1111/j.1471-0528.2000.tb13279.x"
"33875738","A randomized controlled trial of ovarian reserve preservation and hemostasis during ovarian cystectomy","Park SJ, Seol A, Lee N, Lee S, Kim HS; PRAHA Study Group.","Sci Rep. 2021 Apr 19;11(1):8495. doi: 10.1038/s41598-021-87965-7.","Park SJ","Sci Rep","2021","2021/04/20","PMC8055671","","10.1038/s41598-021-87965-7"
"25294552","Long-term symptoms, quality of life, and fertility after colorectal resection for endometriosis: extended analysis of a randomized controlled trial comparing laparoscopically assisted to open surgery","Touboul C, Ballester M, Dubernard G, Zilberman S, Thomin A, Daraï E.","Surg Endosc. 2015 Jul;29(7):1879-87. doi: 10.1007/s00464-014-3880-4. Epub 2014 Oct 8.","Touboul C","Surg Endosc","2015","2014/10/09","","","10.1007/s00464-014-3880-4"
"20485146","Randomized trial of laparoscopically assisted versus open colorectal resection for endometriosis: morbidity, symptoms, quality of life, and fertility","Daraï E, Dubernard G, Coutant C, Frey C, Rouzier R, Ballester M.","Ann Surg. 2010 Jun;251(6):1018-23. doi: 10.1097/SLA.0b013e3181d9691d.","Daraï E","Ann Surg","2010","2010/05/21","","","10.1097/SLA.0b013e3181d9691d"
"16579094","Ear acupuncture therapy for 37 cases of dysmenorrhea due to endometriosis","Xiang D, Situ Y, Liang X, Cheng L, Zhang G.","J Tradit Chin Med. 2002 Dec;22(4):282-5.","Xiang D","J Tradit Chin Med","2002","2006/04/04","","",""
"20444534","Dienogest in the treatment of endometriosis-associated pelvic pain: a 12-week, randomized, double-blind, placebo-controlled study","Strowitzki T, Faustmann T, Gerlinger C, Seitz C.","Eur J Obstet Gynecol Reprod Biol. 2010 Aug;151(2):193-8. doi: 10.1016/j.ejogrb.2010.04.002. Epub 2010 May 5.","Strowitzki T","Eur J Obstet Gynecol Reprod Biol","2010","2010/05/07","","","10.1016/j.ejogrb.2010.04.002"
"36120440","Exploration of the core protein network under endometriosis symptomatology using a computational approach","El Idrissi F, Fruchart M, Belarbi K, Lamer A, Dubois-Deruy E, Lemdani M, N'Guessan AL, Guinhouya BC, Zitouni D.","Front Endocrinol (Lausanne). 2022 Sep 2;13:869053. doi: 10.3389/fendo.2022.869053. eCollection 2022.","El Idrissi F","Front Endocrinol (Lausanne)","2022","2022/09/19","PMC9478376","","10.3389/fendo.2022.869053"
"35661342","Different segmental resection techniques and postoperative complications in patients with colorectal endometriosis: A systematic review","Darici E, Salama M, Bokor A, Oral E, Dauser B, Hudelist G.","Acta Obstet Gynecol Scand. 2022 Jul;101(7):705-718. doi: 10.1111/aogs.14379. Epub 2022 Jun 6.","Darici E","Acta Obstet Gynecol Scand","2022","2022/06/06","PMC9564442","","10.1111/aogs.14379"
